Area,DC1117EW_C_SEX,DC1117EW_C_AGE,NewEthpop_ETH
E02006893,1,58,WBI
E02001720,1,52,WBI
E02001732,2,66,WBI
E02001734,2,51,OAS
E02001709,2,53,WBI
E02001734,2,66,WBI
E02001725,1,86,WBI
E02001728,1,8,WBI
E02001711,2,86,WBI
E02001714,1,17,WBI
E02001719,2,5,WBI
E02001726,1,6,PAK
E02001728,2,64,WBI
E02006893,1,74,WBI
E02001724,2,27,WBI
E02001729,2,9,WBI
E02001714,1,18,BAN
E02001731,2,32,WBI
E02001732,1,4,WBI
E02001713,1,10,IND
E02001737,2,6,WBI
E02001721,1,48,WBI
E02001722,2,54,WBI
E02001733,1,44,WBI
E02001714,2,15,WBI
E02001733,1,45,WBI
E02001724,1,24,OAS
E02001721,1,27,WBI
E02001724,1,20,WBI
E02001715,1,86,WBI
E02001708,1,5,WBI
E02001710,2,9,WBI
E02001729,1,2,CHI
E02001724,1,23,WBI
E02001735,1,66,WBI
E02001733,1,72,WBI
E02001733,1,7,WBI
E02001726,2,20,WBI
E02001715,1,24,MIX
E02001725,1,29,WHO
E02001708,2,25,WBI
E02001722,1,27,WBI
E02001728,2,23,WBI
E02001711,2,68,WBI
E02001725,2,40,WBI
E02001724,2,2,WBI
E02001723,1,86,WBI
E02001724,2,79,WBI
E02001720,1,20,WBI
E02001736,2,17,WBI
E02001708,2,59,WBI
E02001734,1,12,WBI
E02001712,1,15,WBI
E02001728,1,66,WBI
E02001726,2,34,WBI
E02001712,2,13,WBI
E02001709,2,49,WBI
E02001712,2,62,WBI
E02001713,1,44,OTH
E02001728,1,54,WBI
E02001731,1,1,WBI
E02001715,2,8,MIX
E02001734,2,54,WBI
E02001720,1,21,WBI
E02001731,2,22,WBI
E02001715,2,44,WBI
E02001709,1,49,WBI
E02001708,2,47,WBI
E02001715,1,57,WBI
E02001722,1,20,WBI
E02001731,1,10,WBI
E02001715,2,26,WBI
E02001711,1,49,WBI
E02001725,1,27,WBI
E02001721,2,74,WBI
E02001726,2,21,WBI
E02001719,2,57,WBI
E02001708,2,86,WBI
E02001735,1,52,WBI
E02001730,1,28,WBI
E02001723,1,79,IND
E02001733,2,12,WBI
E02001733,1,52,MIX
E02001720,2,22,WBI
E02001727,1,19,WBI
E02001730,1,3,WBI
E02001727,1,47,WBI
E02001720,1,27,WBI
E02001722,1,62,WBI
E02001724,1,22,WBI
E02001710,2,25,WBI
E02001718,1,38,WBI
E02001732,1,43,WBI
E02001719,2,43,WBI
E02001735,1,22,WBI
E02001726,1,44,OTH
E02001721,2,36,WBI
E02001730,1,28,WBI
E02001719,2,29,WBI
E02001721,2,43,WBI
E02001728,1,85,WBI
E02001724,2,31,WHO
E02001715,1,45,WBI
E02001729,1,4,WBI
E02001726,2,43,WBI
E02001737,2,69,WBI
E02001725,1,34,WBI
E02001733,1,49,WBI
E02001729,2,20,WBI
E02001737,2,34,WBI
E02001726,1,39,WBI
E02001718,1,46,WBI
E02001715,2,48,WBI
E02001734,2,86,OAS
E02001733,1,15,BLA
E02001726,1,59,CHI
E02001731,2,68,WBI
E02001720,1,34,WBI
E02001712,2,58,WHO
E02001711,2,43,WBI
E02001737,2,46,WBI
E02001730,2,21,WHO
E02001730,2,21,WHO
E02001735,2,52,WBI
E02001711,1,40,WBI
E02001720,2,79,IND
E02001715,1,4,WBI
E02001725,1,57,WBI
E02001734,1,19,WBI
E02001719,1,41,WBI
E02001736,1,71,OTH
E02001714,2,51,WBI
E02001721,2,62,WBI
E02001730,2,35,WBI
E02001708,1,11,OTH
E02001735,1,5,WBI
E02001735,2,63,WBI
E02001725,2,22,WBI
E02001714,1,20,WBI
E02001734,2,13,WBI
E02001728,2,3,WBI
E02001728,2,10,WBI
E02001737,2,39,WBI
E02001714,2,38,WBI
E02001714,2,4,PAK
E02001720,2,24,WBI
E02001735,2,83,WBI
E02001731,2,18,WBI
E02001732,2,76,WBI
E02001736,2,23,WBI
E02001734,1,4,WBI
E02001710,1,15,WBI
E02001721,1,8,WBI
E02001719,2,6,WBI
E02001730,1,22,WBI
E02001734,1,28,WBI
E02001709,2,33,WBI
E02001713,1,21,WBI
E02001714,1,21,WBI
E02001714,1,41,WHO
E02001711,1,16,WBI
E02001732,1,77,WBI
E02001723,2,33,PAK
E02001737,2,59,WBI
E02001730,1,24,WBI
E02001712,2,55,WBI
E02001732,1,29,WBI
E02001721,1,23,WBI
E02001730,1,40,MIX
E02001736,2,52,WBI
E02001713,1,65,WBI
E02001737,1,2,WBI
E02001729,2,44,PAK
E02001713,1,33,WBI
E02001731,1,23,WBI
E02001720,2,3,WBI
E02001720,1,22,WHO
E02001731,2,38,WBI
E02001722,1,21,WBI
E02001721,2,86,WBI
E02001735,2,12,WBI
E02001715,1,2,WHO
E02001727,2,32,WBI
E02001727,2,48,WBI
E02001712,1,27,WBI
E02001714,2,50,WBI
E02001723,1,60,WBI
E02001732,1,33,WBI
E02001731,1,23,WHO
E02001728,1,15,WBI
E02001712,1,35,WBI
E02001728,1,85,WBI
E02001722,2,47,WBI
E02001719,1,25,WBI
E02001709,2,52,WBI
E02001733,1,58,WBI
E02001731,1,71,PAK
E02001732,2,15,WBI
E02001725,2,48,WBI
E02001734,2,7,WBI
E02001726,2,73,WBI
E02001712,2,86,WBI
E02001730,2,25,WBI
E02001729,1,20,OAS
E02001710,2,63,WBI
E02001711,1,34,WBI
E02001727,2,12,WBI
E02001729,1,42,PAK
E02001733,1,37,WHO
E02001712,2,21,WBI
E02001720,1,23,WBI
E02001734,2,86,WBI
E02001713,2,68,WBI
E02001726,1,3,WBI
E02001736,1,11,BAN
E02001727,2,33,WBI
E02001730,2,22,WBI
E02001736,2,5,WBI
E02001719,1,9,WBI
E02001713,2,4,WBI
E02001727,1,77,WBI
E02001722,2,71,WBI
E02001715,2,81,WBI
E02001730,1,23,WBI
E02001714,1,74,WBI
E02001712,2,7,WBI
E02001729,2,4,OTH
E02001730,2,23,WBI
E02001721,1,76,WBI
E02001731,2,21,WBI
E02001729,1,5,OTH
E02001712,1,51,CHI
E02001711,2,63,WBI
E02001710,1,44,WBI
E02001725,1,24,WBI
E02001715,1,37,WBI
E02001710,2,27,WBI
E02001714,1,26,WBI
E02001711,2,21,WBI
E02001710,1,21,WBI
E02001708,2,17,WBI
E02006893,2,45,WBI
E02001712,1,31,WBI
E02001731,1,20,WBI
E02001731,1,30,CHI
E02001711,1,52,OTH
E02001734,2,43,WBI
E02001714,1,42,WBI
E02001713,2,36,WBI
E02001715,2,22,WBI
E02001730,1,54,WBI
E02001714,2,2,WBI
E02006893,1,15,WBI
E02001708,1,71,WBI
E02001726,1,35,IND
E02001729,2,43,WBI
E02001713,1,57,WBI
E02001712,2,78,WBI
E02006893,2,25,WBI
E02001729,1,10,WHO
E02001731,1,65,WBI
E02001722,2,1,WBI
E02001728,1,42,WBI
E02001735,1,18,WBI
E02001730,1,32,MIX
E02001710,1,66,MIX
E02001719,1,22,WBI
E02001721,2,41,WBI
E02001713,2,86,WBI
E02001714,2,6,WBI
E02001737,2,75,WBI
E02001730,2,19,OAS
E02001737,1,49,WBI
E02001728,2,25,WBI
E02001733,2,23,WBI
E02001724,2,22,WBI
E02001713,1,28,WBI
E02001726,1,20,WBI
E02001714,1,18,WBI
E02006893,2,4,WBI
E02001728,1,34,WBI
E02001721,1,25,WBI
E02001726,1,73,WBI
E02001727,1,3,WBI
E02001725,2,21,WBI
E02001713,1,39,WBI
E02001730,2,20,WBI
E02001719,1,86,CHI
E02001729,2,73,WBI
E02001726,2,48,MIX
E02001725,1,26,WBI
E02001723,2,36,WBI
E02001728,1,51,WBI
E02001714,2,72,WBI
E02001725,2,69,WBI
E02001718,1,64,WBI
E02001714,2,19,WBI
E02001731,2,39,WHO
E02001719,1,23,WBI
E02001722,1,32,OTH
E02001719,2,1,WBI
E02001725,2,22,WBI
E02001714,1,43,WBI
E02001726,1,38,WBI
E02001728,2,55,WBI
E02001733,1,9,WBI
E02001724,1,24,WBI
E02001730,2,12,WBI
E02001733,1,83,BLA
E02001728,1,63,WBI
E02001714,2,78,WBI
E02001710,2,48,WBI
E02001735,1,15,WBI
E02001709,2,45,WBI
E02001731,1,25,OTH
E02001714,1,41,WBI
E02001708,1,1,WBI
E02001725,2,67,WBI
E02001720,1,49,WBI
E02001718,1,49,WBI
E02001733,1,67,WBI
E02001721,2,60,WBI
E02001719,2,56,WBI
E02001715,2,59,WBI
E02001714,1,27,WBI
E02001726,2,50,WBI
E02001724,2,86,WBI
E02001735,1,43,WBI
E02001724,1,71,WBI
E02001730,2,20,WBI
E02001711,1,16,WBI
E02001718,1,47,WBI
E02001728,1,62,WBI
E02001708,2,7,WBI
E02001722,2,20,WBI
E02001709,2,10,WBI
E02001723,2,72,WBI
E02001733,2,1,WBI
E02001728,1,28,WBI
E02001721,2,76,WBI
E02001711,2,38,WBI
E02001731,1,16,WBI
E02001720,1,49,PAK
E02001731,1,25,WBI
E02001712,2,73,WBI
E02001723,1,6,MIX
E02001736,2,25,MIX
E02001719,1,21,WBI
E02001710,1,10,WBI
E02001733,2,30,MIX
E02001729,1,75,PAK
E02001715,1,47,WBI
E02001722,2,75,WBI
E02001720,1,46,WBI
E02001719,2,39,WHO
E02001726,2,21,WBI
E02001728,2,27,WBI
E02001722,2,21,WBI
E02001713,2,35,WBI
E02001718,2,82,WBI
E02001715,1,53,WBI
E02001726,1,47,WBI
E02001730,2,20,WBI
E02001733,2,6,OAS
E02001730,1,44,CHI
E02001723,1,71,WBI
E02001736,2,83,WHO
E02001719,2,16,WBI
E02001708,1,1,WBI
E02001710,2,46,WBI
E02001708,2,52,WBI
E02001726,1,23,PAK
E02001730,1,21,WBI
E02001730,2,28,OAS
E02001731,2,32,WBI
E02001725,2,22,WBI
E02001718,1,38,WBI
E02001715,1,23,WHO
E02001728,2,32,WBI
E02001731,1,23,WBI
E02001726,2,30,WBI
E02001723,1,58,WBI
E02001710,2,28,WBI
E02001735,2,60,WBI
E02001733,1,66,WBI
E02001725,2,81,WBI
E02001726,2,54,CHI
E02001711,2,49,WBI
E02001714,2,76,PAK
E02001724,1,36,PAK
E02001726,2,20,WBI
E02001709,1,58,WBI
E02001725,1,21,WBI
E02001714,1,36,WBI
E02001714,1,4,WBI
E02001736,1,29,OAS
E02001724,1,21,WBI
E02001726,2,30,WBI
E02006893,1,21,WBI
E02001721,2,41,OAS
E02001724,1,24,WBI
E02001734,2,50,WBI
E02001712,1,5,WBI
E02001720,1,14,WHO
E02001733,2,8,WBI
E02001713,2,56,WBI
E02001731,2,52,WHO
E02001728,2,63,WBI
E02001734,1,63,WBI
E02001721,1,25,WBI
E02001730,1,24,CHI
E02001710,1,19,WBI
E02001712,1,65,OTH
E02001714,2,50,IND
E02001729,1,31,CHI
E02001711,2,73,WBI
E02001718,1,50,WBI
E02001714,2,43,WBI
E02001731,1,23,WBI
E02001715,1,31,CHI
E02001715,2,69,WBI
E02001710,2,61,WBI
E02001711,2,70,WBI
E02001711,1,48,WBI
E02001720,1,26,WBI
E02001728,1,45,WBI
E02001711,2,8,WBI
E02001721,1,59,WBI
E02001710,2,86,WBI
E02001713,1,5,WBI
E02001709,1,58,WHO
E02001735,1,58,WBI
E02001710,2,5,WBI
E02001711,1,47,WBI
E02001714,2,86,WBI
E02001721,2,42,WBI
E02001713,2,29,WBI
E02001733,2,74,WBI
E02001708,1,28,WBI
E02001736,2,49,WBI
E02001711,2,80,WBI
E02001723,1,35,OTH
E02001735,1,38,WBI
E02001720,2,21,WBI
E02001719,1,21,WBI
E02001726,1,54,WBI
E02001736,1,62,BAN
E02001713,2,53,WBI
E02001729,2,25,PAK
E02001728,1,59,WBI
E02001708,1,13,WBI
E02001737,2,35,WBI
E02001730,2,22,WHO
E02001731,1,22,CHI
E02001714,2,22,WBI
E02001737,2,77,WHO
E02001724,1,10,WBI
E02001727,2,63,WBI
E02001709,2,7,WBI
E02001718,1,63,WBI
E02001724,2,14,WBI
E02001713,2,54,WBI
E02001723,2,23,WBI
E02001725,2,23,WHO
E02001722,2,51,WBI
E02001733,1,15,WBI
E02001724,2,22,CHI
E02001709,1,57,WBI
E02006893,2,53,WBI
E02001714,2,42,WBI
E02001718,1,24,WBI
E02001730,1,27,WBI
E02001708,2,2,WBI
E02006893,2,44,WBI
E02001727,2,61,WBI
E02001718,2,37,WBI
E02001712,1,21,WBI
E02001733,1,15,WBI
E02001724,1,27,WBI
E02001721,1,32,PAK
E02001721,2,84,WBI
E02001709,1,47,WBI
E02001728,1,81,WBI
E02001725,1,26,PAK
E02001711,1,1,WBI
E02001729,2,3,BAN
E02001721,2,41,WBI
E02001730,1,23,BLA
E02001719,1,15,WBI
E02001733,1,64,WBI
E02001726,2,61,WBI
E02001718,1,12,WBI
E02001732,2,64,WBI
E02006893,2,15,WBI
E02001713,2,13,WBI
E02001708,1,6,WBI
E02001708,1,4,WBI
E02001710,2,51,WBI
E02001708,2,28,WBI
E02001711,2,39,OTH
E02001708,2,27,WBI
E02001709,2,71,WBI
E02001736,1,14,PAK
E02001721,2,55,WBI
E02001721,2,55,WBI
E02001734,1,28,WBI
E02001725,1,20,WBI
E02001709,1,5,WBI
E02001723,1,53,WHO
E02001734,2,11,WBI
E02001731,1,38,OAS
E02001712,1,25,WBI
E02001732,1,18,WBI
E02001727,2,27,WBI
E02001725,1,28,WBI
E02001733,2,77,WBI
E02001733,2,56,WBI
E02001709,1,15,WBI
E02001727,2,46,WBI
E02001715,2,45,BLA
E02001713,2,44,WBI
E02001733,2,52,WBI
E02001708,1,61,OTH
E02001709,1,47,IND
E02001724,1,25,WBI
E02001729,2,21,WBI
E02001709,1,70,WHO
E02001711,2,54,WBI
E02001735,2,23,WBI
E02006893,2,52,WBI
E02001730,1,20,WBI
E02001712,2,12,WBI
E02001709,1,41,WBI
E02001712,2,81,WBI
E02001715,1,20,WBI
E02001722,1,71,WBI
E02001725,2,54,WBI
E02001727,1,16,WBI
E02001713,2,7,WBI
E02001735,1,40,WBI
E02001735,2,5,WBI
E02001715,2,58,WBI
E02001729,2,11,BAN
E02001710,1,19,WBI
E02001718,1,5,WBI
E02001730,1,22,WHO
E02001710,2,46,WBI
E02001724,2,22,WBI
E02001726,2,25,WBI
E02001736,2,20,BAN
E02001730,1,54,CHI
E02001733,2,83,WBI
E02001720,2,21,MIX
E02001710,2,39,WBI
E02001719,1,17,WBI
E02001731,1,24,WBI
E02001713,1,49,BAN
E02001730,1,28,WBI
E02001727,1,28,WBI
E02001713,1,86,WBI
E02001727,2,27,WBI
E02001731,1,20,WBI
E02001709,2,44,WBI
E02001729,1,4,PAK
E02001736,2,62,WBI
E02001719,1,71,WBI
E02001721,1,30,WBI
E02001736,2,38,WBI
E02001737,2,67,WBI
E02001715,1,10,WBI
E02001721,2,42,WBI
E02001708,2,50,WBI
E02001733,2,29,WBI
E02001719,1,86,WBI
E02001720,1,9,IND
E02001713,2,33,WBI
E02001733,1,57,WBI
E02001724,2,21,WBI
E02001710,1,14,WBI
E02001725,1,22,WBI
E02001718,1,60,WBI
E02001720,2,44,WBI
E02001726,1,35,WBI
E02001715,1,62,WBI
E02001721,1,69,WBI
E02001722,1,52,WBI
E02001715,1,46,WBI
E02001715,1,14,WBI
E02001712,1,6,WBI
E02001735,1,29,WBI
E02001724,1,58,WBI
E02001711,2,37,WBI
E02001735,2,62,WBI
E02001730,2,22,WBI
E02001735,1,2,WBI
E02001722,1,55,WBI
E02001735,2,27,WBI
E02001721,1,72,WBI
E02001731,1,20,WHO
E02001711,1,68,WBI
E02001721,2,84,WBI
E02001735,2,86,WBI
E02001714,1,38,WBI
E02001732,2,3,WBI
E02006893,1,16,BLA
E02001721,2,67,WBI
E02001735,2,36,WBI
E02001710,2,82,WBI
E02001727,1,62,WBI
E02001723,1,7,WBI
E02001708,1,69,WBI
E02001711,2,35,WBI
E02001710,1,54,WHO
E02001722,2,66,WBI
E02001725,2,23,WBI
E02001733,1,32,WBI
E02001719,1,13,WBI
E02001711,2,46,BLA
E02001726,2,2,WBI
E02001720,1,7,IND
E02001718,1,21,WBI
E02001735,2,26,WBI
E02001730,2,22,IND
E02001722,1,9,MIX
E02001713,2,26,WBI
E02001736,1,25,WBI
E02001731,2,39,CHI
E02001709,1,71,WHO
E02001710,1,73,OAS
E02001710,2,14,WBI
E02001714,2,86,WBI
E02001724,2,15,WBI
E02001727,1,60,WBI
E02001736,1,68,BAN
E02001711,2,49,WBI
E02001721,1,25,WBI
E02001713,2,86,WBI
E02001712,2,55,WBI
E02001727,2,13,WBI
E02001724,2,1,WBI
E02001731,2,61,PAK
E02001733,2,26,WBI
E02001726,1,50,WBI
E02001729,2,20,WBI
E02001712,2,3,WBI
E02001723,1,22,WBI
E02001720,1,21,WBI
E02001736,1,33,IND
E02001721,1,39,WBI
E02001708,1,30,WBI
E02001727,1,66,WBI
E02001734,2,82,WBI
E02001734,1,51,WBI
E02001735,2,34,WBI
E02001736,1,58,BAN
E02001737,1,83,WBI
E02001729,1,30,WHO
E02001730,1,21,WBI
E02001731,2,31,WBI
E02001719,2,59,WBI
E02001715,1,31,WBI
E02001714,1,42,WBI
E02001728,2,49,WBI
E02001730,2,23,WBI
E02001730,2,21,WBI
E02006893,1,74,WBI
E02001715,1,34,OAS
E02001723,2,15,WBI
E02001714,2,11,IND
E02001710,2,81,WBI
E02001725,2,19,WBI
E02001731,2,40,WBI
E02001733,2,54,WBI
E02001722,1,53,WBI
E02001736,1,29,IND
E02001728,1,13,WBI
E02001736,2,54,MIX
E02001718,1,61,WBI
E02001719,1,24,WBI
E02001721,1,67,WBI
E02001729,1,62,WBI
E02001733,2,59,WBI
E02001730,1,75,WBI
E02001724,2,21,WBI
E02001715,1,77,WBI
E02001722,1,66,WBI
E02001709,2,60,WBI
E02001737,1,44,MIX
E02006893,1,25,BLA
E02001729,2,51,WBI
E02001724,1,20,WBI
E02001713,2,19,WHO
E02001715,1,83,MIX
E02001735,2,64,WBI
E02001726,2,2,WBI
E02001725,2,33,WBI
E02001709,2,34,WBI
E02001713,2,50,WBI
E02001722,1,61,WBI
E02001713,1,11,MIX
E02001726,1,54,WBI
E02001715,1,25,WBI
E02001733,1,1,WBI
E02001725,1,23,WHO
E02001720,1,21,WBI
E02001720,1,20,WBI
E02001714,1,41,WBI
E02001715,1,16,WHO
E02001722,1,12,WBI
E02001736,1,49,WBI
E02001722,2,64,WBI
E02001721,1,52,WBI
E02001712,2,14,WHO
E02001712,2,45,WBI
E02001729,2,27,PAK
E02001708,2,28,WBI
E02006893,1,47,WBI
E02001732,2,45,WBI
E02006893,2,47,WBI
E02001726,2,48,WBI
E02001722,2,68,WBI
E02001713,2,72,WBI
E02001733,1,2,WBI
E02001727,1,51,WBI
E02001723,1,21,PAK
E02001733,1,42,WBI
E02001708,1,43,WBI
E02006893,2,59,WBI
E02001724,2,39,WBI
E02001725,1,22,WBI
E02001715,2,42,OAS
E02001708,1,26,WBI
E02001709,1,6,WBI
E02006893,1,47,WBI
E02001726,1,9,WBI
E02001734,1,77,WBI
E02001728,1,32,WBI
E02001730,1,22,WBI
E02001715,2,4,WBI
E02001733,2,27,OAS
E02001714,2,50,WBI
E02001725,1,23,WBI
E02001721,2,68,WBI
E02001723,1,29,WBI
E02001714,2,86,WBI
E02001709,2,9,WBI
E02001724,2,20,WBI
E02001714,1,47,WBI
E02006893,2,32,WBI
E02001718,2,86,WBI
E02001726,2,86,WBI
E02006893,1,6,WBI
E02001737,2,68,WBI
E02001727,2,61,WBI
E02001725,1,53,WBI
E02001733,2,65,WBI
E02006893,2,6,WBI
E02001708,1,62,WBI
E02001715,2,49,WBI
E02001732,1,24,WBI
E02001708,2,70,WBI
E02001733,2,36,WBI
E02001725,1,30,WBI
E02001708,2,61,WBI
E02001720,1,22,WBI
E02001712,1,14,WBI
E02001727,2,59,WBI
E02001715,1,22,WBI
E02001733,2,17,WBI
E02001735,2,37,WBI
E02001727,1,57,WBI
E02001736,2,31,WBI
E02001723,1,64,WBI
E02001714,1,77,WBI
E02001719,1,53,WBI
E02001725,2,62,WHO
E02001731,1,21,CHI
E02006893,1,1,WBI
E02001711,1,32,WBI
E02001718,1,32,WBI
E02001710,1,3,WBI
E02001733,2,1,WBI
E02001736,1,35,MIX
E02001726,1,63,WBI
E02001713,2,28,WBI
E02001737,1,27,WBI
E02001730,1,45,WBI
E02001708,2,80,WBI
E02001729,2,25,WBI
E02001720,1,30,WBI
E02001727,1,33,WBI
E02001736,1,51,BAN
E02006893,1,39,WBI
E02001734,1,60,WBI
E02001708,1,63,WBI
E02001715,2,31,WBI
E02001713,1,53,WBI
E02001715,2,6,OAS
E02001729,1,20,PAK
E02001723,2,29,WBI
E02001708,1,64,WBI
E02001730,2,21,WBI
E02001733,2,40,WBI
E02006893,1,81,WBI
E02001730,2,30,BAN
E02001721,2,55,WBI
E02001713,2,86,WBI
E02001729,2,47,WHO
E02001728,2,18,WBI
E02001736,1,9,PAK
E02001713,1,59,WBI
E02001729,1,31,WBI
E02001712,2,48,WBI
E02001733,1,42,WBI
E02001722,1,24,WBI
E02001729,1,32,WBI
E02001730,1,35,WBI
E02001728,1,75,WBI
E02001728,1,16,WBI
E02001729,1,29,WBI
E02001715,2,14,WBI
E02001720,2,21,WHO
E02001709,2,42,WBI
E02001725,1,25,WBI
E02001728,1,10,WBI
E02001726,2,45,IND
E02001709,2,40,CHI
E02001727,1,4,WBI
E02001737,2,21,WBI
E02001729,1,20,OAS
E02001736,1,23,WBI
E02001730,2,19,WBI
E02001713,2,30,WBI
E02001722,1,70,WBI
E02001711,2,24,OAS
E02001730,1,35,WBI
E02001720,2,24,WHO
E02001711,1,8,WBI
E02001715,1,51,WBI
E02001709,1,49,WBI
E02001731,1,23,WBI
E02001719,2,49,WBI
E02001726,2,16,WBI
E02001712,1,37,WHO
E02001730,2,22,WBI
E02001708,2,23,WBI
E02001726,2,63,WBI
E02001729,2,20,PAK
E02001709,1,34,WBI
E02001730,2,37,WBI
E02001734,2,62,WHO
E02001736,1,25,WBI
E02001736,1,3,WBI
E02001720,1,21,OAS
E02001735,2,22,WBI
E02001711,2,76,WBI
E02001729,1,4,WBI
E02001709,2,31,WBI
E02001733,1,21,WBI
E02001733,2,24,WBI
E02001715,2,81,WBI
E02001725,2,22,WBI
E02001713,2,26,WBI
E02001708,2,84,WBI
E02001720,1,20,WBI
E02001713,1,36,WBI
E02001710,1,28,WBI
E02001734,2,68,WBI
E02001733,2,20,WBI
E02001719,1,20,WBI
E02001735,2,3,WBI
E02006893,2,23,WBI
E02001733,1,44,WBI
E02001730,2,24,WBI
E02006893,1,63,WBI
E02001726,2,24,WBI
E02001712,1,46,WBI
E02001732,1,40,WBI
E02001722,2,32,WBI
E02001729,2,72,IND
E02001713,1,84,IND
E02001710,1,67,WBI
E02001727,2,68,WBI
E02001712,1,9,WBI
E02001727,1,14,WBI
E02001721,2,54,WBI
E02001725,1,20,WBI
E02001728,2,54,WBI
E02001730,2,20,WBI
E02001708,2,69,WBI
E02001713,1,58,WBI
E02001712,1,29,WBI
E02001714,1,54,WBI
E02001735,1,47,WBI
E02001722,2,65,WBI
E02001725,1,32,WBI
E02001726,2,69,WBI
E02001736,1,60,WBI
E02001722,1,5,WBI
E02001713,1,53,WBI
E02001719,1,27,WBI
E02001725,2,18,WBI
E02001708,2,38,WBI
E02001734,1,20,WBI
E02001737,1,85,WBI
E02001709,2,56,WBI
E02001735,2,60,WBI
E02001712,1,48,WBI
E02006893,2,42,WBI
E02001712,1,47,WBI
E02001708,2,13,WBI
E02001709,2,84,WBI
E02001729,2,30,MIX
E02001719,2,50,WBI
E02001720,2,51,WBI
E02001712,1,67,WBI
E02001736,2,23,WBI
E02001712,2,18,WHO
E02001713,2,13,WBI
E02006893,2,51,WBI
E02001732,2,33,WBI
E02001709,1,36,WBI
E02001730,1,23,WBI
E02001725,2,22,WHO
E02006893,2,9,WBI
E02001727,2,82,WBI
E02001710,2,11,WBI
E02001731,2,68,WBI
E02001715,1,57,WBI
E02001722,1,15,WBI
E02001730,1,22,WBI
E02001711,2,54,WBI
E02001708,2,15,WBI
E02001726,1,13,WBI
E02001710,1,54,WBI
E02001731,2,31,WHO
E02001713,2,79,WBI
E02001724,1,20,WBI
E02001736,2,80,WBI
E02001709,1,16,WBI
E02001733,2,31,WBI
E02001733,1,42,WBI
E02001721,1,20,WBI
E02001720,2,44,WBI
E02001726,2,41,WBI
E02001722,1,23,WBI
E02001721,2,54,WBI
E02001730,1,73,WBI
E02001735,1,30,WBI
E02001708,1,72,WBI
E02001737,1,29,WBI
E02001727,2,20,OAS
E02001733,1,21,WBI
E02001736,1,37,WBI
E02001718,1,43,WBI
E02001730,2,20,WBI
E02001737,2,80,WBI
E02001729,2,27,WBI
E02001728,2,14,WBI
E02001735,1,46,WBI
E02001715,1,13,WBI
E02001721,2,18,WBI
E02001736,1,43,WBI
E02001736,1,69,WBI
E02001725,2,22,WHO
E02001711,2,83,WBI
E02001736,2,5,WBI
E02001726,1,11,OAS
E02006893,2,72,WBI
E02006893,1,80,WBI
E02001724,2,83,CHI
E02001721,2,16,WBI
E02001736,2,55,WBI
E02001728,1,47,WBI
E02001722,1,9,WBI
E02001708,2,36,WBI
E02001720,2,22,WBI
E02001718,1,62,WBI
E02001728,1,69,WBI
E02001710,1,65,WBI
E02001733,1,69,WBI
E02001719,1,28,CHI
E02001734,2,79,WBI
E02001725,1,31,WBI
E02001727,1,5,WBI
E02001711,2,36,WBI
E02001712,2,14,WHO
E02001736,2,5,BAN
E02001733,2,63,WBI
E02001723,2,59,WBI
E02001714,1,34,WBI
E02001732,2,39,WBI
E02001731,2,23,WBI
E02001724,1,52,WBI
E02001712,1,7,WBI
E02001713,1,44,WBI
E02001722,1,79,WBI
E02001729,1,23,WBI
E02001736,1,16,WBI
E02001729,1,33,WBI
E02001730,1,25,WBI
E02001708,2,52,WBI
E02001723,1,65,WBI
E02001712,1,27,WBI
E02001726,1,3,WBI
E02001710,1,68,WBI
E02001729,2,36,WBI
E02001729,2,20,WBI
E02001719,2,32,WHO
E02001708,2,1,WBI
E02001712,1,58,WBI
E02001734,1,27,WHO
E02001719,2,17,WBI
E02001719,2,67,WBI
E02001726,1,56,PAK
E02001735,1,10,WBI
E02001711,2,46,WBI
E02001731,1,79,WBI
E02001721,2,75,WBI
E02001713,1,24,WBI
E02001709,2,71,WBI
E02001726,1,32,WBI
E02001715,1,15,WBI
E02001729,2,41,WHO
E02001726,2,29,WBI
E02001732,1,7,WBI
E02001720,1,22,MIX
E02001708,2,49,WBI
E02001714,1,18,WBI
E02001711,2,53,WBI
E02001733,2,37,WBI
E02001729,1,28,WBI
E02001736,1,43,BLA
E02001730,1,32,WBI
E02001726,1,39,WBI
E02001719,2,13,WBI
E02001733,1,42,WBI
E02001736,1,36,PAK
E02001714,1,32,WBI
E02001710,1,56,WBI
E02001715,2,86,WBI
E02001711,2,51,WBI
E02001727,1,67,WBI
E02001728,1,29,WBI
E02001709,2,86,WBI
E02001725,1,37,WBI
E02001731,1,11,CHI
E02001730,2,22,WBI
E02001722,2,63,WBI
E02001718,1,23,WBI
E02001725,2,24,WBI
E02001715,1,41,WBI
E02001721,1,4,WBI
E02001711,2,37,WBI
E02001736,1,45,BLA
E02001713,2,60,WBI
E02001721,2,45,WBI
E02001712,1,26,WBI
E02001736,2,14,BAN
E02001725,1,39,WBI
E02001721,2,57,WBI
E02001710,2,85,MIX
E02001708,2,65,WBI
E02001725,2,23,WBI
E02001723,2,34,WBI
E02001715,1,9,WBI
E02001713,2,64,WHO
E02001730,1,25,WBI
E02001711,1,30,WBI
E02001713,1,14,WBI
E02001724,1,72,WBI
E02001712,1,32,WBI
E02001711,2,33,OTH
E02001737,2,21,BLA
E02001714,1,75,CHI
